name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Candidatus Cloacimonadaceae	3039865	F	309	0	309	0.00000
Fibrobacteraceae	204431	F	105	8	113	0.00000
Fidelibacteraceae	3377527	F	12	0	12	0.00000
Arcobacteraceae	2808963	F	10606	39	10645	0.00015
Campylobacteraceae	72294	F	7986	29	8015	0.00011
Helicobacteraceae	72293	F	5414	53	5467	0.00008
Sulfurimonadaceae	2771471	F	3880	8	3888	0.00005
Sulfurospirillaceae	2932623	F	1852	2	1854	0.00003
Hydrogenimonadaceae	292630	F	1045	8	1053	0.00001
Sulfurovaceae	2771472	F	565	3	568	0.00001
Nitratiruptoraceae	2795691	F	848	7	855	0.00001
Nautiliaceae	224467	F	302	1	303	0.00000
Treponemataceae	2845253	F	6404	65	6469	0.00009
Breznakiellaceae	2951104	F	2099	96	2195	0.00003
Borreliaceae	1643685	F	1857	0	1857	0.00003
Sphaerochaetaceae	2791015	F	1542	143	1685	0.00002
Spirochaetaceae	137	F	1227	31	1258	0.00002
Brachyspiraceae	143786	F	2855	4	2859	0.00004
Leptospiraceae	170	F	2834	0	2834	0.00004
Winmispiraceae	3409819	F	145	0	145	0.00000
Thermospiraceae	3024225	F	52	0	52	0.00000
Planctomycetaceae	126	F	2878	18	2896	0.00004
Pirellulaceae	2691357	F	2182	8	2190	0.00003
Lacipirellulaceae	2691359	F	512	0	512	0.00001
Thermoguttaceae	2691358	F	14	0	14	0.00000
Isosphaeraceae	1763524	F	1312	3	1315	0.00002
Gemmataceae	1914233	F	761	200	961	0.00001
Kolteriaceae	3444226	F	11	0	11	0.00000
Sedimentisphaeraceae	2483367	F	353	2	355	0.00000
Phycisphaeraceae	666507	F	146	0	146	0.00000
Tepidisphaeraceae	1771355	F	69	28	97	0.00000
Candidatus Uabimicrobiaceae	2897348	F	491	0	491	0.00001
Candidatus Brocadiaceae	1127830	F	127	0	127	0.00000
Verrucomicrobiaceae	203557	F	3202	1	3203	0.00004
Akkermansiaceae	1647988	F	1313	2	1315	0.00002
Fontisphaeraceae	3050006	F	14	0	14	0.00000
Opitutaceae	134623	F	492	0	492	0.00001
Coraliomargaritaceae	3056371	F	103	48	151	0.00000
Cerasicoccaceae	3056374	F	27	0	27	0.00000
Methylacidiphilaceae	717964	F	105	43	148	0.00000
Chlamydiaceae	809	F	1129	30	1159	0.00002
Parachlamydiaceae	92713	F	784	0	784	0.00001
Candidatus Rhabdochlamydiaceae	689704	F	144	0	144	0.00000
Waddliaceae	92714	F	31	0	31	0.00000
Tichowtungiaceae	2907186	F	309	0	309	0.00000
Kiritimatiellaceae	1921783	F	12	0	12	0.00000
Lentisphaeraceae	566277	F	216	0	216	0.00000
Desulfovibrionaceae	194924	F	5662	38	5700	0.00008
Desulfomicrobiaceae	213116	F	290	1	291	0.00000
Desulfohalobiaceae	213117	F	11	0	11	0.00000
Syntrophotaleaceae	2812024	F	1076	4	1080	0.00002
Desulfuromonadaceae	213421	F	494	4	498	0.00001
Geoalkalibacteraceae	3031665	F	257	40	297	0.00000
Geobacteraceae	213422	F	1589	13	1602	0.00002
Desulfobacteraceae	213119	F	975	10	985	0.00001
Desulfococcaceae	2931039	F	780	6	786	0.00001
Desulfosarcinaceae	3031624	F	359	3	362	0.00001
Desulfolunaceae	3031622	F	65	0	65	0.00000
Desulfatibacillaceae	3031627	F	32	0	32	0.00000
Desulfosudaceae	2904715	F	25	0	25	0.00000
Desulfobulbaceae	213121	F	694	14	708	0.00001
Desulfocapsaceae	2886822	F	680	0	680	0.00001
Thermodesulfobacteriaceae	188711	F	335	0	335	0.00000
Thermodesulfatatoraceae	3031464	F	80	0	80	0.00000
Desulfobaccaceae	3031656	F	235	0	235	0.00000
Syntrophaceae	213468	F	87	0	87	0.00000
Syntrophobacteraceae	213465	F	74	3	77	0.00000
Candidatus Desulfofervidaceae	1902584	F	53	0	53	0.00000
Desulfarculaceae	453228	F	40	1	41	0.00000
Desulfomonilaceae	3031658	F	28	0	28	0.00000
Polyangiaceae	49	F	6538	15	6553	0.00009
Sandaracinaceae	1055686	F	1084	0	1084	0.00002
Labilitrichaceae	1524216	F	123	0	123	0.00000
Nannocystaceae	224463	F	768	1	769	0.00001
Kofleriaceae	224464	F	80	0	80	0.00000
Archangiaceae	39	F	2326	15	2341	0.00003
Myxococcaceae	31	F	1307	18	1325	0.00002
Anaeromyxobacteraceae	1524215	F	540	1	541	0.00001
Vulgatibacteraceae	1524213	F	15	0	15	0.00000
Pendulisporaceae	3375061	F	639	0	639	0.00001
Pseudobdellovibrionaceae	213483	F	3659	0	3659	0.00005
Bacteriovoracaceae	263369	F	564	0	564	0.00001
Halobacteriovoraceae	1652132	F	96	0	96	0.00000
Silvanigrellaceae	2024974	F	636	11	647	0.00001
Acidobacteriaceae	204434	F	3166	1	3167	0.00004
Candidatus Korobacteraceae	3121618	F	35	0	35	0.00000
Bryobacteraceae	1962910	F	81	0	81	0.00000
Holophagaceae	574976	F	1191	0	1191	0.00002
Acanthopleuribacteraceae	533207	F	119	3	122	0.00000
Thermotomaculaceae	2562244	F	79	0	79	0.00000
Vicinamibacteraceae	2211325	F	210	0	210	0.00000
Aquificaceae	64898	F	577	0	577	0.00001
Hydrogenothermaceae	224027	F	103	0	103	0.00000
Desulfurobacteriaceae	558314	F	223	0	223	0.00000
Dissulfurispiraceae	2811505	F	272	0	272	0.00000
Thermodesulfovibrionaceae	2811504	F	172	0	172	0.00000
Nitrospiraceae	189779	F	403	20	423	0.00001
Geovibrionaceae	2945019	F	369	0	369	0.00001
Mucispirillaceae	2945020	F	206	0	206	0.00000
Deferribacteraceae	191394	F	45	0	45	0.00000
Flexistipitaceae	2945022	F	12	0	12	0.00000
Chrysiogenaceae	189770	F	485	2	487	0.00001
Calditrichaceae	1962854	F	421	0	421	0.00001
Atribacteraceae	2847776	F	204	0	204	0.00000
Thermatribacteraceae	3240449	F	131	6	137	0.00000
Candidatus Caldatribacteriaceae	3378215	F	32	0	32	0.00000
Elusimicrobiaceae	641876	F	235	0	235	0.00000
Endomicrobiaceae	1783343	F	12	0	12	0.00000
Thermosulfidibacteraceae	3120748	F	202	0	202	0.00000
Thermodesulfobiaceae	227387	F	196	0	196	0.00000
Dictyoglomaceae	203488	F	93	0	93	0.00000
Nitrospinaceae	407032	F	53	0	53	0.00000
Sphaerobacteraceae	85002	F	18	0	18	0.00000
Thermomicrobiaceae	189777	F	13	0	13	0.00000
Coprothermobacteraceae	2138247	F	15	0	15	0.00000
Caldisericaceae	693073	F	13	0	13	0.00000
Enterococcaceae	81852	F	417594	52642	470236	0.00659
Lactobacillaceae	33958	F	87029	4087	91116	0.00128
Streptococcaceae	1300	F	70730	7604	78334	0.00110
Carnobacteriaceae	186828	F	15076	1750	16826	0.00024
Aerococcaceae	186827	F	10750	860	11610	0.00016
Bacillaceae	186817	F	257626	18448	276074	0.00387
Paenibacillaceae	186822	F	145394	4141	149535	0.00210
Staphylococcaceae	90964	F	48032	6032	54064	0.00076
Caryophanaceae	186818	F	34526	6408	40934	0.00057
Listeriaceae	186820	F	13014	2016	15030	0.00021
Anoxybacillaceae	3120669	F	5912	1540	7452	0.00010
Alicyclobacillaceae	186823	F	3860	20	3880	0.00005
Gemellaceae	539738	F	3019	325	3344	0.00005
Guptibacillaceae	3421337	F	2913	4078	6991	0.00010
Bacillales Family X. Incertae Sedis	539003	F	10	0	10	0.00000
Sporolactobacillaceae	186821	F	1893	56	1949	0.00003
Fictibacillaceae	3120697	F	1696	287	1983	0.00003
Thermoactinomycetaceae	186824	F	1512	44	1556	0.00002
Abyssicoccaceae	3076164	F	96	60	156	0.00000
Erysipelotrichaceae	128827	F	664868	154558	819426	0.01148
Coprobacillaceae	2810280	F	56817	2455	59272	0.00083
Turicibacteraceae	2810281	F	12536	241	12777	0.00018
Clostridiaceae	31979	F	222491	20305	242796	0.00340
Oscillospiraceae	216572	F	27849	2903	30752	0.00043
Eubacteriaceae	186806	F	12259	2385	14644	0.00021
Desulfitobacteriaceae	2937909	F	7410	131	7541	0.00011
Peptococcaceae	186807	F	3833	205	4038	0.00006
Eubacteriales Family XII. Incertae Sedis	543313	F	995	4	999	0.00001
Clostridiales Family XVII. Incertae Sedis	539000	F	664	1537	2201	0.00003
