name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Balneolaceae	1813606	F	34	0	34	0.00000
Cyclonatronaceae	3024158	F	28	0	28	0.00000
Candidatus Palauibacteraceae	3056649	F	917	0	917	0.00001
Gemmatimonadaceae	219687	F	850	0	850	0.00001
Gaopeijiaceae	3381668	F	433	0	433	0.00000
Candidatus Cloacimonadaceae	3039865	F	72	0	72	0.00000
Fibrobacteraceae	204431	F	25	0	25	0.00000
Myxococcaceae	31	F	14332	327	14659	0.00015
Archangiaceae	39	F	8367	226	8593	0.00009
Anaeromyxobacteraceae	1524215	F	3715	75	3790	0.00004
Vulgatibacteraceae	1524213	F	53	0	53	0.00000
Pendulisporaceae	3375061	F	3163	9	3172	0.00003
Polyangiaceae	49	F	19290	216	19506	0.00020
Sandaracinaceae	1055686	F	1800	9	1809	0.00002
Labilitrichaceae	1524216	F	336	2	338	0.00000
Nannocystaceae	224463	F	2501	7	2508	0.00003
Kofleriaceae	224464	F	620	5	625	0.00001
Gemmataceae	1914233	F	28463	18	28481	0.00029
Pirellulaceae	2691357	F	4491	20	4511	0.00005
Lacipirellulaceae	2691359	F	1273	0	1273	0.00001
Thermoguttaceae	2691358	F	12	0	12	0.00000
Isosphaeraceae	1763524	F	3337	22	3359	0.00003
Planctomycetaceae	126	F	2346	2191	4537	0.00005
Kolteriaceae	3444226	F	188	0	188	0.00000
Tepidisphaeraceae	1771355	F	1437	106	1543	0.00002
Phycisphaeraceae	666507	F	799	0	799	0.00001
Sedimentisphaeraceae	2483367	F	80	0	80	0.00000
Anaerohalosphaeraceae	2690158	F	54	0	54	0.00000
Candidatus Uabimicrobiaceae	2897348	F	57	0	57	0.00000
Candidatus Brocadiaceae	1127830	F	14	0	14	0.00000
Opitutaceae	134623	F	1988	1	1989	0.00002
Alterococcaceae	3056375	F	64	0	64	0.00000
Coraliomargaritaceae	3056371	F	1195	67	1262	0.00001
Cerasicoccaceae	3056374	F	28	0	28	0.00000
Akkermansiaceae	1647988	F	1563	2	1565	0.00002
Verrucomicrobiaceae	203557	F	1424	0	1424	0.00001
Fontisphaeraceae	3050006	F	121	532	653	0.00001
Methylacidiphilaceae	717964	F	77	15	92	0.00000
Kiritimatiellaceae	1921783	F	977	33	1010	0.00001
Tichowtungiaceae	2907186	F	17	0	17	0.00000
Parachlamydiaceae	92713	F	66	0	66	0.00000
Candidatus Rhabdochlamydiaceae	689704	F	50	0	50	0.00000
Simkaniaceae	92712	F	14	0	14	0.00000
Chlamydiaceae	809	F	100	0	100	0.00000
Desulfovibrionaceae	194924	F	9121	9	9130	0.00009
Desulfomicrobiaceae	213116	F	1221	1	1222	0.00001
Geobacteraceae	213422	F	2328	14	2342	0.00002
Geoalkalibacteraceae	3031665	F	516	8	524	0.00001
Desulfuromonadaceae	213421	F	352	0	352	0.00000
Syntrophotaleaceae	2812024	F	122	0	122	0.00000
Desulfocapsaceae	2886822	F	968	0	968	0.00001
Desulfobulbaceae	213121	F	438	3	441	0.00000
Thiovibrionaceae	3072124	F	52	0	52	0.00000
Desulfococcaceae	2931039	F	684	1	685	0.00001
Desulfobacteraceae	213119	F	339	0	339	0.00000
Desulfosarcinaceae	3031624	F	256	0	256	0.00000
Desulfosudaceae	2904715	F	33	0	33	0.00000
Desulfatibacillaceae	3031627	F	18	0	18	0.00000
Syntrophobacteraceae	213465	F	534	3	537	0.00001
Candidatus Desulfofervidaceae	1902584	F	109	0	109	0.00000
Desulfarculaceae	453228	F	88	1	89	0.00000
Thermodesulfobacteriaceae	188711	F	81	0	81	0.00000
Syntrophaceae	213468	F	28	0	28	0.00000
Desulfomonilaceae	3031658	F	15	0	15	0.00000
Holophagaceae	574976	F	3985	0	3985	0.00004
Acanthopleuribacteraceae	533207	F	347	0	347	0.00000
Acidobacteriaceae	204434	F	2081	0	2081	0.00002
Candidatus Korobacteraceae	3121618	F	80	0	80	0.00000
Bryobacteraceae	1962910	F	48	0	48	0.00000
Vicinamibacteraceae	2211325	F	1619	1	1620	0.00002
Chloracidobacteriaceae	3681503	F	100	0	100	0.00000
Arcobacteraceae	2808963	F	2204	26	2230	0.00002
Campylobacteraceae	72294	F	1530	59	1589	0.00002
Sulfurimonadaceae	2771471	F	1009	4	1013	0.00001
Helicobacteraceae	72293	F	635	25	660	0.00001
Sulfurospirillaceae	2932623	F	427	3	430	0.00000
Sulfurovaceae	2771472	F	297	4	301	0.00000
Hydrogenimonadaceae	292630	F	49	0	49	0.00000
Nautiliaceae	224467	F	136	1	137	0.00000
Nitratiruptoraceae	2795691	F	98	2	100	0.00000
Hippeaceae	3048035	F	16	0	16	0.00000
Spirochaetaceae	137	F	1264	1	1265	0.00001
Treponemataceae	2845253	F	1003	7	1010	0.00001
Borreliaceae	1643685	F	575	0	575	0.00001
Breznakiellaceae	2951104	F	109	3	112	0.00000
Sphaerochaetaceae	2791015	F	97	3	100	0.00000
Brachyspiraceae	143786	F	506	0	506	0.00001
Leptospiraceae	170	F	354	0	354	0.00000
Nitrospiraceae	189779	F	1736	25	1761	0.00002
Thermodesulfovibrionaceae	2811504	F	100	0	100	0.00000
Dissulfurispiraceae	2811505	F	41	0	41	0.00000
Pseudobdellovibrionaceae	213483	F	1013	0	1013	0.00001
Silvanigrellaceae	2024974	F	242	47	289	0.00000
Halobacteriovoraceae	1652132	F	58	0	58	0.00000
Bacteriovoracaceae	263369	F	30	0	30	0.00000
Geovibrionaceae	2945019	F	136	0	136	0.00000
Calditerrivibrionaceae	2945021	F	40	0	40	0.00000
Deferribacteraceae	191394	F	32	0	32	0.00000
Mucispirillaceae	2945020	F	27	0	27	0.00000
Flexistipitaceae	2945022	F	20	0	20	0.00000
Hydrogenothermaceae	224027	F	153	0	153	0.00000
Aquificaceae	64898	F	63	0	63	0.00000
Desulfurobacteriaceae	558314	F	13	0	13	0.00000
Dictyoglomaceae	203488	F	132	0	132	0.00000
Candidatus Caldatribacteriaceae	3378215	F	81	1	82	0.00000
Atribacteraceae	2847776	F	22	0	22	0.00000
Thermodesulfobiaceae	227387	F	81	0	81	0.00000
Thermomicrobiaceae	189777	F	66	0	66	0.00000
Sphaerobacteraceae	85002	F	11	0	11	0.00000
Coprothermobacteraceae	2138247	F	70	0	70	0.00000
Elusimicrobiaceae	641876	F	32	0	32	0.00000
Endomicrobiaceae	1783343	F	20	0	20	0.00000
Calditrichaceae	1962854	F	45	0	45	0.00000
Nitrospinaceae	407032	F	36	0	36	0.00000
Caldisericaceae	693073	F	18	0	18	0.00000
Nocardiaceae	85025	F	444263	29179	473442	0.00490
Mycobacteriaceae	1762	F	72764	2966	75730	0.00078
Corynebacteriaceae	1653	F	23959	5547	29506	0.00031
Gordoniaceae	85026	F	13040	611	13651	0.00014
Tsukamurellaceae	85028	F	10882	622	11504	0.00012
Dietziaceae	85029	F	3484	1431	4915	0.00005
Segniliparaceae	316606	F	238	3	241	0.00000
Hoyosellaceae	3040680	F	83	1	84	0.00000
Lawsonellaceae	2805586	F	17	0	17	0.00000
Microbacteriaceae	85023	F	256794	22337	279131	0.00289
Cellulomonadaceae	85016	F	49730	6878	56608	0.00059
Sanguibacteraceae	145360	F	49247	5654	54901	0.00057
Micrococcaceae	1268	F	39042	4437	43479	0.00045
Promicromonosporaceae	85017	F	29632	5397	35029	0.00036
Intrasporangiaceae	85021	F	9247	1088	10335	0.00011
Dermabacteraceae	85020	F	6401	624	7025	0.00007
Brevibacteriaceae	85019	F	5238	7151	12389	0.00013
Ornithinimicrobiaceae	2805590	F	4278	357	4635	0.00005
Dermacoccaceae	145357	F	2707	159	2866	0.00003
Ruaniaceae	1331736	F	2411	149	2560	0.00003
Demequinaceae	1042322	F	1666	99	1765	0.00002
Beutenbergiaceae	125316	F	1649	661	2310	0.00002
Dermatophilaceae	85018	F	613	21	634	0.00001
Kytococcaceae	2805426	F	546	139	685	0.00001
Jonesiaceae	85022	F	161	19	180	0.00000
Tropherymataceae	2805591	F	19	0	19	0.00000
Streptomycetaceae	2062	F	465544	36199	501743	0.00520
Carbonactinosporaceae	2864377	F	194	10	204	0.00000
Micromonosporaceae	28056	F	109635	5099	114734	0.00119
Pseudonocardiaceae	2070	F	94247	5885	100132	0.00104
Nocardioidaceae	85015	F	49592	3917	53509	0.00055
Propionibacteriaceae	31957	F	16648	3783	20431	0.00021
Kribbellaceae	2726069	F	10424	504	10928	0.00011
Actinopolymorphaceae	2805400	F	1106	38	1144	0.00001
Streptosporangiaceae	2004	F	26763	2053	28816	0.00030
Thermomonosporaceae	2012	F	14997	1570	16567	0.00017
Nocardiopsidaceae	83676	F	6249	524	6773	0.00007
Actinomycetaceae	2049	F	9751	819	10570	0.00011
Geodermatophilaceae	85030	F	8385	806	9191	0.00010
Allobogoriellaceae	145358	F	6274	1936	8210	0.00009
Frankiaceae	74712	F	4359	194	4553	0.00005
Bifidobacteriaceae	31953	F	4283	131	4414	0.00005
Jiangellaceae	1217100	F	3416	248	3664	0.00004
Nakamurellaceae	85031	F	2527	102	2629	0.00003
Jatrophihabitantaceae	2805416	F	2097	78	2175	0.00002
Glycomycetaceae	85034	F	1360	24	1384	0.00001
Kineosporiaceae	83778	F	1345	128	1473	0.00002
Catenulisporaceae	414877	F	1260	79	1339	0.00001
Actinopolysporaceae	622451	F	336	7	343	0.00000
Candidatus Nanopelagicaceae	2162846	F	201	1	202	0.00000
Acidothermaceae	85032	F	88	1	89	0.00000
Sporichthyaceae	85033	F	67	146	213	0.00000
Iamiaceae	633392	F	4742	148	4890	0.00005
Candidatus Poriferisodalaceae	2983189	F	1845	3	1848	0.00002
Ilumatobacteraceae	2448023	F	824	3	827	0.00001
Salinilacustritrichaceae	3436874	F	601	16	617	0.00001
Candidatus Hopanoidivoransaceae	2983183	F	272	1	273	0.00000
Acidimicrobiaceae	84994	F	22	0	22	0.00000
Baekduiaceae	2600303	F	3110	99	3209	0.00003
Conexibacteraceae	320583	F	614	21	635	0.00001
Paraconexibacteraceae	2758916	F	433	8	441	0.00000
Capillimicrobiaceae	2976758	F	394	15	409	0.00000
Miltoncostaeaceae	2843199	F	1008	52	1060	0.00001
Thermoleophilaceae	320796	F	32	0	32	0.00000
Eggerthellaceae	1643826	F	3967	718	4685	0.00005
Coriobacteriaceae	84107	F	682	18	700	0.00001
Atopobiaceae	1643824	F	182	34	216	0.00000
Kribbibacteriaceae	3153719	F	13	0	13	0.00000
Rubrobacteraceae	84997	F	1498	3	1501	0.00002
Egicoccaceae	1755824	F	1002	28	1030	0.00001
Euzebyaceae	908622	F	267	3	270	0.00000
Egibacteraceae	1747769	F	221	3	224	0.00000
Paenibacillaceae	186822	F	544155	4700	548855	0.00568
Bacillaceae	186817	F	41935	1771	43706	0.00045
Staphylococcaceae	90964	F	8954	393	9347	0.00010
Listeriaceae	186820	F	5800	274	6074	0.00006
Caryophanaceae	186818	F	4551	225	4776	0.00005
Anoxybacillaceae	3120669	F	1291	103	1394	0.00001
Alicyclobacillaceae	186823	F	929	758	1687	0.00002
Bacillales Family X. Incertae Sedis	539003	F	20	0	20	0.00000
Fictibacillaceae	3120697	F	555	29	584	0.00001
Gemellaceae	539738	F	422	7	429	0.00000
Sporolactobacillaceae	186821	F	219	2	221	0.00000
Thermoactinomycetaceae	186824	F	168	2	170	0.00000
Guptibacillaceae	3421337	F	156	15	171	0.00000
Abyssicoccaceae	3076164	F	87	14	101	0.00000
Enterococcaceae	81852	F	233571	39747	273318	0.00283
Lactobacillaceae	33958	F	43047	1331	44378	0.00046
Streptococcaceae	1300	F	31719	3898	35617	0.00037
Carnobacteriaceae	186828	F	10465	827	11292	0.00012
Aerococcaceae	186827	F	2108	88	2196	0.00002
Lachnospiraceae	186803	F	501323	6416	507739	0.00526
Vallitaleaceae	2603322	F	404	2	406	0.00000
Cellulosilyticaceae	3018741	F	401	1	402	0.00000
Anaerotignaceae	3118652	F	247	20	267	0.00000
Defluviitaleaceae	1185407	F	87	12	99	0.00000
Clostridiaceae	31979	F	127029	2090	129119	0.00134
Oscillospiraceae	216572	F	8335	630	8965	0.00009
Acutalibacteraceae	3082771	F	2506	146	2652	0.00003
Clostridiales Family XVII. Incertae Sedis	539000	F	1598	461	2059	0.00002
Eubacteriaceae	186806	F	1680	208	1888	0.00002
Symbiobacteriaceae	543349	F	1172	0	1172	0.00001
Desulfitobacteriaceae	2937909	F	1002	19	1021	0.00001
Butyricicoccaceae	3085642	F	530	33	563	0.00001
Syntrophomonadaceae	68298	F	256	1	257	0.00000
Peptococcaceae	186807	F	255	5	260	0.00000
Fusibacteraceae	3679999	F	199	0	199	0.00000
Desulfallaceae	2867375	F	115	0	115	0.00000
Proteinivoracaceae	1491775	F	113	0	113	0.00000
Aristaeellaceae	3046368	F	67	0	67	0.00000
Thermincolaceae	2937911	F	20	0	20	0.00000
Heliobacteriaceae	31984	F	11	0	11	0.00000
Peptostreptococcaceae	186804	F	15269	718	15987	0.00017
Anaerovoracaceae	543314	F	2384	50	2434	0.00003
Natronincolaceae	3118656	F	444	3	447	0.00000
Thermotaleaceae	3118657	F	169	3	172	0.00000
Filifactoraceae	3118655	F	161	23	184	0.00000
Caminicellaceae	3118654	F	54	0	54	0.00000
